"","X","Nstates","Tstates","tpurity","Ncount","Tcount","log.ratios","state","hiddenstate","hiddenNstate","hiddenTstate","consistance","compressedState","compressedhiddenState","compressedconsistence","postpurity","clusterpurity","truepuritydiff","tcompressedstate"
"1",1,1,2,0.9,12,13,0.0723206615796261,3,2,1,1,FALSE,5,3,FALSE,NA,NA,NA,3
"2",2,3,2,0.9,27,22,-0.182321556793955,13,2,1,1,FALSE,2,3,FALSE,NA,NA,NA,3
"3",3,1,2,0.9,8,13,0.44628710262842,3,2,1,1,FALSE,5,3,FALSE,NA,NA,NA,4
"4",4,3,2,0.9,33,9,-1.06289420606603,13,2,1,1,FALSE,2,3,FALSE,NA,NA,NA,2
"5",5,2,2,0.9,23,18,-0.217723483844871,8,2,1,1,FALSE,3,3,TRUE,NA,NA,NA,3
"6",6,1,2,0.9,10,16,0.431782416425538,3,2,1,1,FALSE,5,3,FALSE,NA,NA,NA,4
"7",7,3,2,0.9,30,21,-0.3147107448397,13,2,1,1,FALSE,2,3,FALSE,NA,NA,NA,2
"8",8,1,2,0.9,10,22,0.732367893713227,3,2,1,1,FALSE,5,3,FALSE,NA,NA,NA,5
"9",9,1,2,0.9,6,16,0.916290731874155,3,2,1,1,FALSE,5,3,FALSE,NA,NA,NA,5
"10",10,2,2,0.9,25,15,-0.446287102628419,8,2,1,1,FALSE,3,3,TRUE,NA,NA,NA,2
"11",11,2,2,0.9,21,20,-0.0438026226583929,8,2,1,1,FALSE,3,3,TRUE,NA,NA,NA,3
"12",12,1,2,0.9,9,20,0.741937344729377,3,2,1,1,FALSE,5,3,FALSE,NA,NA,NA,5
"13",13,3,2,0.9,29,16,-0.516589328482741,13,2,1,1,FALSE,2,3,FALSE,NA,NA,NA,2
"14",14,3,2,0.9,34,18,-0.55083095837969,13,2,1,1,FALSE,2,3,FALSE,NA,NA,NA,2
"15",15,1,2,0.9,7,16,0.768784594765565,3,2,1,1,FALSE,5,3,FALSE,NA,NA,NA,5
"16",16,3,2,0.9,31,12,-0.8020983643485,13,2,1,1,FALSE,2,3,FALSE,NA,NA,NA,2
"17",17,3,2,0.9,37,16,-0.715005974372444,13,2,1,1,FALSE,2,3,FALSE,NA,NA,NA,2
"18",18,1,2,0.9,10,18,0.542324290825362,3,2,1,1,FALSE,5,3,FALSE,NA,NA,NA,4
"19",19,2,2,0.9,16,18,0.106609735058258,8,2,1,1,FALSE,3,3,TRUE,NA,NA,NA,3
"20",20,2,2,0.9,26,18,-0.324239668185579,8,2,1,1,FALSE,3,3,TRUE,NA,NA,NA,2
"21",21,3,2,0.9,31,17,-0.521636539870206,13,2,1,1,FALSE,2,3,FALSE,NA,NA,NA,2
"22",22,2,2,0.9,18,23,0.22314355131421,8,2,1,1,FALSE,3,3,TRUE,NA,NA,NA,3
"23",23,1,2,0.9,17,14,-0.172953806790355,3,2,1,1,FALSE,5,3,FALSE,NA,NA,NA,3
"24",24,3,2,0.9,24,14,-0.470003629245736,13,2,1,1,FALSE,2,3,FALSE,NA,NA,NA,2
"25",25,1,2,0.9,8,22,0.945849534115699,3,2,1,1,FALSE,5,3,FALSE,NA,NA,NA,6
"26",26,2,2,0.9,20,18,-0.0943106794712414,8,2,1,1,FALSE,3,3,TRUE,NA,NA,NA,3
"27",27,1,2,0.9,6,16,0.916290731874155,3,2,1,1,FALSE,5,3,FALSE,NA,NA,NA,5
"28",28,1,2,0.9,11,19,0.503526321284379,3,2,1,1,FALSE,5,3,FALSE,NA,NA,NA,4
"29",29,3,2,0.9,26,17,-0.373295825174773,13,2,1,1,FALSE,2,3,FALSE,NA,NA,NA,2
"30",30,1,2,0.9,12,13,0.0723206615796261,3,2,1,1,FALSE,5,3,FALSE,NA,NA,NA,3
"31",31,2,2,0.9,14,19,0.27871340246902,8,2,1,1,FALSE,3,3,TRUE,NA,NA,NA,4
"32",32,1,2,0.9,11,12,0.0786431273191131,3,2,1,1,FALSE,5,3,FALSE,NA,NA,NA,3
"33",33,1,2,0.9,5,14,0.963174317773006,3,2,1,1,FALSE,5,3,FALSE,NA,NA,NA,6
"34",34,2,2,0.9,21,15,-0.297251523467932,8,2,1,1,FALSE,3,3,TRUE,NA,NA,NA,2
"35",35,3,2,0.9,35,19,-0.530056985693878,13,2,1,1,FALSE,2,3,FALSE,NA,NA,NA,2
"36",36,2,2,0.9,16,20,0.20294084399669,8,2,1,1,FALSE,3,3,TRUE,NA,NA,NA,3
"37",37,3,2,0.9,35,20,-0.487295126355797,13,2,1,1,FALSE,2,3,FALSE,NA,NA,NA,2
"38",38,1,2,0.9,10,16,0.431782416425538,3,2,1,1,FALSE,5,3,FALSE,NA,NA,NA,4
"39",39,3,2,0.9,24,12,-0.597837000755621,13,12,3,1,FALSE,2,2,TRUE,0.675,0.806690907825169,0.0933090921748307,2
"40",40,1,1,0.9,8,6,-0.25489224962879,2,12,3,1,FALSE,3,2,FALSE,0.3375,0.234596379495488,0.665403620504512,3
"41",41,2,1,0.9,18,9,-0.597837000755621,7,12,3,1,FALSE,2,2,TRUE,0.675,0.806690907825169,0.0933090921748307,2
"42",42,3,1,0.9,27,6,-1.20397280432594,12,12,3,1,TRUE,2,2,TRUE,NA,NA,NA,2
"43",43,1,1,0.9,17,10,-0.462969602588356,2,12,3,1,FALSE,3,2,FALSE,0.555882352941177,0.806690907825169,0.0933090921748307,2
"44",44,3,1,0.9,27,8,-1.00330210886378,12,12,3,1,TRUE,2,2,TRUE,0.949999999999997,0.806690907825169,0.0933090921748307,2
"45",45,1,1,0.9,16,4,-1.1239300966524,2,12,3,1,FALSE,3,2,FALSE,NA,NA,NA,2
"46",46,1,1,0.9,11,8,-0.281639757995818,2,12,3,1,FALSE,3,2,FALSE,0.368181818181818,0.234596379495488,0.665403620504512,3
"47",47,2,1,0.9,21,4,-1.30405626288292,7,12,3,1,FALSE,2,2,TRUE,NA,NA,NA,2
"48",48,3,1,0.9,20,4,-1.27296567581289,12,12,3,1,TRUE,2,2,TRUE,NA,NA,NA,2
"49",49,2,1,0.9,17,9,-0.55083095837969,7,12,3,1,FALSE,2,2,TRUE,0.635294117647059,0.806690907825169,0.0933090921748307,2
"50",50,3,1,0.9,33,12,-0.850332764082358,12,12,3,1,TRUE,2,2,TRUE,0.859090909090909,0.806690907825169,0.0933090921748307,2
"51",51,1,1,0.9,11,7,-0.396415272588246,2,12,3,1,FALSE,3,2,FALSE,0.49090909090909,0.234596379495488,0.665403620504512,2
"52",52,3,1,0.9,32,12,-0.826678573184468,12,12,3,1,TRUE,2,2,TRUE,0.84375,0.806690907825169,0.0933090921748307,2
"53",53,1,1,0.9,11,9,-0.178691788743376,2,12,3,1,FALSE,3,2,FALSE,0.245454545454546,0.234596379495488,0.665403620504512,3
"54",54,2,1,0.9,19,7,-0.840304824896233,7,12,3,1,FALSE,2,2,TRUE,0.852631578947368,0.806690907825169,0.0933090921748307,2
"55",55,3,1,0.9,37,5,-1.50678375837402,12,12,3,1,TRUE,2,2,TRUE,NA,NA,NA,1
"56",56,2,1,0.9,21,10,-0.637577329405135,7,12,3,1,FALSE,2,2,TRUE,0.707142857142857,0.806690907825169,0.0933090921748307,2
"57",57,3,1,0.9,34,8,-1.16550652349814,12,12,3,1,TRUE,2,2,TRUE,NA,NA,NA,2
"58",58,1,1,0.9,8,8,0,2,12,3,1,FALSE,3,2,FALSE,0,0.234596379495488,0.665403620504512,3
"59",59,3,1,0.9,27,6,-1.20397280432594,12,12,3,1,TRUE,2,2,TRUE,NA,NA,NA,2
"60",60,1,1,0.9,11,9,-0.178691788743376,2,12,3,1,FALSE,3,2,FALSE,0.245454545454546,0.234596379495488,0.665403620504512,3
"61",61,2,1,0.9,19,8,-0.736164565643636,7,12,3,1,FALSE,2,2,TRUE,0.781578947368421,0.806690907825169,0.0933090921748307,2
"62",62,3,1,0.9,28,10,-0.864104978703585,12,12,3,1,TRUE,2,2,TRUE,0.867857142857143,0.806690907825169,0.0933090921748307,2
"63",63,2,1,0.9,16,6,-0.826678573184468,7,12,3,1,FALSE,2,2,TRUE,0.84375,0.806690907825169,0.0933090921748307,2
"64",64,1,1,0.9,9,9,0,2,12,3,1,FALSE,3,2,FALSE,0,0.234596379495488,0.665403620504512,3
"65",65,3,1,0.9,33,4,-1.56498614986327,12,12,3,1,TRUE,2,2,TRUE,NA,NA,NA,1
"66",66,1,1,0.9,11,7,-0.396415272588246,2,12,3,1,FALSE,3,2,FALSE,0.49090909090909,0.234596379495488,0.665403620504512,2
"67",67,2,1,0.9,29,10,-0.890757429868991,7,12,3,1,FALSE,2,2,TRUE,0.88448275862069,0.806690907825169,0.0933090921748307,2
"68",68,1,1,0.9,10,13,0.2390169004705,2,12,3,1,FALSE,3,2,FALSE,NA,NA,NA,4
"69",69,2,1,0.9,20,4,-1.27296567581289,7,12,3,1,FALSE,2,2,TRUE,NA,NA,NA,2
"70",70,1,1,0.9,12,10,-0.162518929497775,2,12,3,1,FALSE,3,2,FALSE,0.225,0.234596379495488,0.665403620504512,3
"71",71,3,1,0.9,25,6,-1.15201306539522,12,12,3,1,TRUE,2,2,TRUE,NA,NA,NA,2
"72",72,2,1,0.9,21,6,-1.02961941718116,7,12,3,1,FALSE,2,2,TRUE,0.964285714285715,0.806690907825169,0.0933090921748307,2
"73",73,2,1,0.9,25,14,-0.504181081047322,7,12,3,1,FALSE,2,2,TRUE,0.594,0.806690907825169,0.0933090921748307,2
"74",74,1,1,0.9,6,9,0.371563556432483,2,12,3,1,FALSE,3,2,FALSE,NA,NA,NA,4
"75",75,3,1,0.9,25,9,-0.858021823750179,12,12,3,1,TRUE,2,2,TRUE,0.864,0.806690907825169,0.0933090921748307,2
"76",76,1,1,0.9,11,13,0.151549898127201,2,12,3,1,FALSE,3,2,FALSE,NA,NA,NA,3
"77",77,2,1,0.9,19,8,-0.736164565643636,7,12,3,1,FALSE,2,2,TRUE,0.781578947368421,0.806690907825169,0.0933090921748307,2
"78",78,2,1,0.9,18,9,-0.597837000755621,7,12,3,1,FALSE,2,2,TRUE,0.675,0.806690907825169,0.0933090921748307,2
"79",79,2,1,0.9,23,6,-1.09427388706951,7,12,3,1,FALSE,2,2,TRUE,0.997826086956521,0.806690907825169,0.0933090921748307,2
"80",80,1,1,0.9,9,8,-0.105360515657826,2,12,3,1,FALSE,3,2,FALSE,0.15,0.234596379495488,0.665403620504512,3
"81",81,2,1,0.9,28,7,-1.1239300966524,7,12,3,1,FALSE,2,2,TRUE,NA,NA,NA,2
"82",82,3,1,0.9,28,11,-0.790602516710658,12,12,3,1,TRUE,2,2,TRUE,0.819642857142857,0.806690907825169,0.0933090921748307,2
"83",83,2,1,0.9,22,6,-1.06289420606603,7,12,3,1,FALSE,2,2,TRUE,0.981818181818181,0.806690907825169,0.0933090921748307,2
"84",84,2,1,0.9,13,6,-0.662841831064616,7,12,3,1,FALSE,2,2,TRUE,0.726923076923077,0.806690907825169,0.0933090921748307,2
"85",85,1,1,0.9,12,7,-0.470003629245736,2,12,3,1,FALSE,3,2,FALSE,0.5625,0.806690907825169,0.0933090921748307,2
"86",86,2,1,0.9,19,8,-0.736164565643636,7,12,3,1,FALSE,2,2,TRUE,0.781578947368421,0.806690907825169,0.0933090921748307,2
"87",87,1,1,0.9,8,14,0.51581316527703,2,12,3,1,FALSE,3,2,FALSE,NA,NA,NA,4
"88",88,2,1,0.9,28,6,-1.228070355905,7,12,3,1,FALSE,2,2,TRUE,NA,NA,NA,2
"89",89,3,1,0.9,38,7,-1.32505073587917,12,12,3,1,TRUE,2,2,TRUE,NA,NA,NA,2
"90",90,1,1,0.9,11,6,-0.526093095896779,2,12,3,1,FALSE,3,2,FALSE,0.613636363636364,0.806690907825169,0.0933090921748307,2
"91",91,3,1,0.9,38,14,-0.840304824896233,12,12,3,1,TRUE,2,2,TRUE,0.852631578947368,0.806690907825169,0.0933090921748307,2
"92",92,2,1,0.9,16,7,-0.705725962766806,7,12,3,1,FALSE,2,2,TRUE,0.759375,0.806690907825169,0.0933090921748307,2
"93",93,3,1,0.9,27,10,-0.836248024200619,12,12,3,1,TRUE,2,2,TRUE,0.85,0.806690907825169,0.0933090921748307,2
"94",94,1,1,0.9,9,11,0.182321556793955,2,12,3,1,FALSE,3,2,FALSE,NA,NA,NA,3
"95",95,3,1,0.9,29,7,-1.14809234593148,12,12,3,1,TRUE,2,2,TRUE,NA,NA,NA,2
"96",96,2,1,0.9,21,6,-1.02961941718116,7,12,3,1,FALSE,2,2,TRUE,0.964285714285715,0.806690907825169,0.0933090921748307,2
"97",97,3,1,0.9,25,5,-1.27296567581289,12,12,3,1,TRUE,2,2,TRUE,NA,NA,NA,2
"98",98,1,4,0.7,13,35,0.781439787705624,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"99",99,2,4,0.7,16,25,0.331997956226292,10,3,1,2,FALSE,5,5,TRUE,0.39375,0.234596379495488,0.465403620504512,4
"100",100,3,4,0.7,21,27,0.182321556793955,15,3,1,2,FALSE,4,5,FALSE,0.2,0.234596379495488,0.465403620504512,3
"101",101,2,4,0.7,19,28,0.286365416567034,10,3,1,2,FALSE,5,5,TRUE,0.331578947368421,0.234596379495488,0.465403620504512,4
"102",102,3,4,0.7,25,28,0.0806579030174543,15,3,1,2,FALSE,4,5,FALSE,0.0839999999999999,0.234596379495488,0.465403620504512,3
"103",103,2,4,0.7,24,24,0,10,3,1,2,FALSE,5,5,TRUE,0,0.234596379495488,0.465403620504512,3
"104",104,3,4,0.7,40,38,-0.035627177643151,15,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"105",105,1,4,0.7,12,35,0.8508629265517,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"106",106,1,4,0.7,10,41,1.15373158788919,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"107",107,3,4,0.7,19,26,0.229439479771024,15,3,1,2,FALSE,4,5,FALSE,0.257894736842105,0.234596379495488,0.465403620504512,4
"108",108,1,4,0.7,10,45,1.23837423104327,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"109",109,1,4,0.7,9,27,0.8754687373539,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"110",110,2,4,0.7,21,37,0.42744401482694,10,3,1,2,FALSE,5,5,TRUE,0.533333333333334,0.806690907825169,-0.106690907825169,4
"111",111,1,4,0.7,16,33,0.556037966587539,5,3,1,2,FALSE,6,5,FALSE,0.743750000000001,0.806690907825169,-0.106690907825169,4
"112",112,2,4,0.7,34,31,-0.0637545148253625,10,3,1,2,FALSE,5,5,TRUE,NA,NA,NA,3
"113",113,3,4,0.7,24,37,0.321479452035072,15,3,1,2,FALSE,4,5,FALSE,0.379166666666667,0.234596379495488,0.465403620504512,4
"114",114,1,4,0.7,18,36,0.53062825106217,5,3,1,2,FALSE,6,5,FALSE,0.699999999999999,0.806690907825169,-0.106690907825169,4
"115",115,3,4,0.7,36,38,0.0381517659643761,15,3,1,2,FALSE,4,5,FALSE,0.0388888888888888,0.234596379495488,0.465403620504512,3
"116",116,1,4,0.7,15,35,0.659245628884264,5,3,1,2,FALSE,6,5,FALSE,0.933333333333333,0.806690907825169,-0.106690907825169,5
"117",117,3,4,0.7,30,36,0.131028262406404,15,3,1,2,FALSE,4,5,FALSE,0.14,0.234596379495488,0.465403620504512,3
"118",118,1,4,0.7,10,35,1.01160091167848,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"119",119,2,4,0.7,20,32,0.350656871613169,10,3,1,2,FALSE,5,5,TRUE,0.419999999999999,0.234596379495488,0.465403620504512,4
"120",120,1,4,0.7,18,23,0.177681177237452,5,3,1,2,FALSE,6,5,FALSE,0.194444444444444,0.234596379495488,0.465403620504512,3
"121",121,3,4,0.7,25,31,0.155292884406035,15,3,1,2,FALSE,4,5,FALSE,0.168,0.234596379495488,0.465403620504512,3
"122",122,1,4,0.7,15,38,0.729157618082978,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"123",123,3,4,0.7,32,29,-0.0678774224030858,15,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"124",124,2,4,0.7,10,34,0.985816794522765,10,3,1,2,FALSE,5,5,TRUE,NA,NA,NA,6
"125",125,3,4,0.7,39,30,-0.176186568226439,15,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"126",126,2,4,0.7,21,44,0.569094531889966,10,3,1,2,FALSE,5,5,TRUE,0.766666666666666,0.806690907825169,-0.106690907825169,5
"127",127,1,4,0.7,11,33,0.8754687373539,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"128",128,1,4,0.7,12,30,0.717839793150317,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"129",129,2,4,0.7,23,31,0.217912501896657,10,3,1,2,FALSE,5,5,TRUE,0.243478260869565,0.234596379495488,0.465403620504512,3
"130",130,3,4,0.7,25,34,0.224742272677907,15,3,1,2,FALSE,4,5,FALSE,0.252,0.234596379495488,0.465403620504512,4
"131",131,2,4,0.7,23,27,0.114880275998422,10,3,1,2,FALSE,5,5,TRUE,0.121739130434783,0.234596379495488,0.465403620504512,3
"132",132,3,4,0.7,25,43,0.408128225527648,15,3,1,2,FALSE,4,5,FALSE,0.504,0.234596379495488,0.465403620504512,4
"133",133,2,4,0.7,17,30,0.428721970272432,10,3,1,2,FALSE,5,5,TRUE,0.535294117647059,0.806690907825169,-0.106690907825169,4
"134",134,3,4,0.7,30,22,-0.206614249362999,15,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"135",135,1,4,0.7,12,36,0.8754687373539,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"136",136,3,4,0.7,26,32,0.149745386359342,15,3,1,2,FALSE,4,5,FALSE,0.161538461538462,0.234596379495488,0.465403620504512,3
"137",137,2,4,0.7,20,26,0.19062035960865,10,3,1,2,FALSE,5,5,TRUE,0.21,0.234596379495488,0.465403620504512,3
"138",138,1,4,0.7,9,37,1.15618214048959,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"139",139,3,4,0.7,48,33,-0.246860077931526,15,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"140",140,2,4,0.7,18,36,0.53062825106217,10,3,1,2,FALSE,5,5,TRUE,0.699999999999999,0.806690907825169,-0.106690907825169,4
"141",141,1,4,0.7,9,34,1.07992015565596,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"142",142,3,4,0.7,20,24,0.131028262406404,15,3,1,2,FALSE,4,5,FALSE,0.14,0.234596379495488,0.465403620504512,3
"143",143,3,4,0.7,32,22,-0.246860077931526,15,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"144",144,1,4,0.7,14,32,0.641853886172395,5,3,1,2,FALSE,6,5,FALSE,0.900000000000001,0.806690907825169,-0.106690907825169,5
"145",145,2,4,0.7,22,26,0.119801199812621,10,3,1,2,FALSE,5,5,TRUE,0.127272727272728,0.234596379495488,0.465403620504512,3
"146",146,1,4,0.7,9,37,1.15618214048959,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"147",147,2,4,0.7,21,32,0.312374685042152,10,3,1,2,FALSE,5,5,TRUE,0.366666666666666,0.234596379495488,0.465403620504512,4
"148",148,1,4,0.7,13,31,0.67764299402398,5,3,1,2,FALSE,6,5,FALSE,0.969230769230769,0.806690907825169,-0.106690907825169,5
"149",149,2,4,0.7,17,41,0.687247458432757,10,3,1,2,FALSE,5,5,TRUE,0.988235294117647,0.806690907825169,-0.106690907825169,5
"150",150,3,4,0.7,31,35,0.0864735980038269,15,3,1,2,FALSE,4,5,FALSE,0.0903225806451613,0.234596379495488,0.465403620504512,3
"151",151,2,4,0.7,22,27,0.147635998806065,10,3,1,2,FALSE,5,5,TRUE,0.15909090909091,0.234596379495488,0.465403620504512,3
"152",152,3,4,0.7,25,29,0.106160195828391,15,3,1,2,FALSE,4,5,FALSE,0.112,0.234596379495488,0.465403620504512,3
"153",153,1,4,0.7,10,37,1.06125650212434,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"154",154,2,4,0.7,20,24,0.131028262406404,10,3,1,2,FALSE,5,5,TRUE,0.14,0.234596379495488,0.465403620504512,3
"155",155,3,4,0.7,29,34,0.113944259349218,15,3,1,2,FALSE,4,5,FALSE,0.120689655172414,0.234596379495488,0.465403620504512,3
"156",156,1,4,0.7,9,40,1.22703807725693,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"157",157,3,4,0.7,33,30,-0.0657513775627804,15,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"158",158,2,4,0.7,25,36,0.268499253035007,10,3,1,2,FALSE,5,5,TRUE,0.308,0.234596379495488,0.465403620504512,4
"159",159,3,4,0.7,35,27,-0.174353387144778,15,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"160",160,3,4,0.7,25,33,0.202124184090134,15,3,1,2,FALSE,4,5,FALSE,0.224,0.234596379495488,0.465403620504512,3
"161",161,2,4,0.7,19,33,0.41593640797546,10,3,1,2,FALSE,5,5,TRUE,0.515789473684211,0.234596379495488,0.465403620504512,4
"162",162,1,4,0.7,6,30,1.33500106673234,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"163",163,2,4,0.7,27,30,0.0749013081731177,10,3,1,2,FALSE,5,5,TRUE,0.0777777777777777,0.234596379495488,0.465403620504512,3
"164",164,1,4,0.7,7,39,1.43508452528932,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"165",165,3,4,0.7,30,37,0.151289447546226,15,3,1,2,FALSE,4,5,FALSE,0.163333333333333,0.234596379495488,0.465403620504512,3
"166",166,2,4,0.7,23,34,0.288768438664002,10,3,1,2,FALSE,5,5,TRUE,0.334782608695652,0.234596379495488,0.465403620504512,4
"167",167,1,4,0.7,10,35,1.01160091167848,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"168",168,2,4,0.7,24,32,0.209720530982069,10,3,1,2,FALSE,5,5,TRUE,0.233333333333333,0.234596379495488,0.465403620504512,3
"169",169,1,4,0.7,10,34,0.985816794522765,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"170",170,2,4,0.7,20,31,0.325700139639302,10,3,1,2,FALSE,5,5,TRUE,0.385,0.234596379495488,0.465403620504512,4
"171",171,3,4,0.7,31,29,-0.0462128431551317,15,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"172",172,1,4,0.7,14,30,0.587786664902119,5,3,1,2,FALSE,6,5,FALSE,0.8,0.806690907825169,-0.106690907825169,5
"173",173,3,4,0.7,27,35,0.188475422368333,15,3,1,2,FALSE,4,5,FALSE,0.207407407407407,0.234596379495488,0.465403620504512,3
"174",174,2,4,0.7,14,36,0.741937344729377,10,3,1,2,FALSE,5,5,TRUE,NA,NA,NA,5
"175",175,1,4,0.7,13,40,0.897656652329262,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"176",176,3,4,0.7,27,32,0.121889817609037,15,3,1,2,FALSE,4,5,FALSE,0.12962962962963,0.234596379495488,0.465403620504512,3
"177",177,2,4,0.7,19,30,0.340224586239763,10,3,1,2,FALSE,5,5,TRUE,0.405263157894736,0.234596379495488,0.465403620504512,4
"178",178,3,4,0.7,25,36,0.268499253035007,15,3,1,2,FALSE,4,5,FALSE,0.308,0.234596379495488,0.465403620504512,4
"179",179,2,4,0.7,17,38,0.623103336827019,10,3,1,2,FALSE,5,5,TRUE,0.864705882352941,0.806690907825169,-0.106690907825169,5
"180",180,1,4,0.7,11,43,1.11066062718428,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"181",181,3,4,0.7,25,38,0.31042155942127,15,3,1,2,FALSE,4,5,FALSE,0.363999999999999,0.234596379495488,0.465403620504512,4
"182",182,2,4,0.7,20,30,0.300104592450338,10,3,1,2,FALSE,5,5,TRUE,0.35,0.234596379495488,0.465403620504512,4
"183",183,3,4,0.7,31,35,0.0864735980038269,15,3,1,2,FALSE,4,5,FALSE,0.0903225806451613,0.234596379495488,0.465403620504512,3
"184",184,1,4,0.7,11,28,0.733241637761823,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"185",185,2,4,0.7,14,36,0.741937344729377,10,3,1,2,FALSE,5,5,TRUE,NA,NA,NA,5
"186",186,1,4,0.7,10,31,0.904218150639886,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"187",187,3,4,0.7,32,34,0.0428199971829281,15,3,1,2,FALSE,4,5,FALSE,0.04375,0.234596379495488,0.465403620504512,3
"188",188,1,4,0.7,5,32,1.56444054650336,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"189",189,2,4,0.7,19,38,0.53062825106217,10,3,1,2,FALSE,5,5,TRUE,0.699999999999999,0.806690907825169,-0.106690907825169,4
"190",190,1,4,0.7,5,30,1.50407739677627,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"191",191,3,4,0.7,30,33,0.0676586484738149,15,3,1,2,FALSE,4,5,FALSE,0.0700000000000001,0.234596379495488,0.465403620504512,3
"192",192,2,4,0.7,18,25,0.240765152664029,10,3,1,2,FALSE,5,5,TRUE,0.272222222222222,0.234596379495488,0.465403620504512,4
"193",193,2,4,0.7,16,22,0.233093882167378,10,3,1,2,FALSE,5,5,TRUE,0.2625,0.234596379495488,0.465403620504512,4
"194",194,1,4,0.7,9,29,0.93826963859293,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"195",195,1,4,0.7,12,40,0.968250470804866,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"196",196,3,4,0.7,32,30,-0.0447358938413914,15,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
"197",197,1,4,0.7,7,33,1.28093384546206,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"198",198,2,4,0.7,17,29,0.401535829968275,10,3,1,2,FALSE,5,5,TRUE,0.494117647058824,0.234596379495488,0.465403620504512,4
"199",199,1,4,0.7,10,36,1.03673688495002,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"200",200,1,4,0.7,6,42,1.64865862558738,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"201",201,1,4,0.7,9,36,1.1314021114911,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"202",202,3,4,0.7,20,36,0.444685821261446,15,3,1,2,FALSE,4,5,FALSE,0.56,0.806690907825169,-0.106690907825169,4
"203",203,2,4,0.7,19,27,0.258307463771877,10,3,1,2,FALSE,5,5,TRUE,0.294736842105264,0.234596379495488,0.465403620504512,4
"204",204,1,4,0.7,8,25,0.911278190050611,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,5
"205",205,2,4,0.7,15,30,0.53062825106217,10,3,1,2,FALSE,5,5,TRUE,0.699999999999999,0.806690907825169,-0.106690907825169,4
"206",206,1,4,0.7,13,41,0.919362930911125,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"207",207,3,4,0.7,27,30,0.0749013081731177,15,3,1,2,FALSE,4,5,FALSE,0.0777777777777777,0.234596379495488,0.465403620504512,3
"208",208,2,4,0.7,15,17,0.0892311337279426,10,3,1,2,FALSE,5,5,TRUE,0.0933333333333333,0.234596379495488,0.465403620504512,3
"209",209,1,4,0.7,6,27,1.23837423104327,5,3,1,2,FALSE,6,5,FALSE,NA,NA,NA,6
"210",210,2,4,0.7,32,30,-0.0447358938413914,10,3,1,2,FALSE,5,5,TRUE,NA,NA,NA,3
"211",211,1,4,0.7,15,34,0.634811603546982,5,3,1,2,FALSE,6,5,FALSE,0.886666666666667,0.806690907825169,-0.106690907825169,5
"212",212,3,4,0.7,32,28,-0.0915671935254905,15,3,1,2,FALSE,4,5,FALSE,NA,NA,NA,3
